,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-03,2024-08-04,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-10,2024-08-11,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-17,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-24,2024-08-25,2024-08-26,2024-08-27,2024-08-28,2024-08-29,2024-08-30,2024-08-31,2024-09-01,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-07,2024-09-08,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-14,2024-09-15,2024-09-16,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-21,2024-09-22,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-28
Auberge-Refuge de la Nova,0,0,0,0,0,0,26,28,33,25,14,19,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,1,5,7,12,23,25,0,0,0,0,0,0,0,0
Les Chambres du Soleil,18,24,17,25,22,0,12,21,13,24,10,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,0,10,13,24,14,14,6,0,8,24
Refuge des Mottets,0,0,0,0,0,0,0,0,0,5,8,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,6,10,0,0,0,0,0,0,0,0
Gîte Mermoud,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,8,10,10,10,0,10,1,7,8,10,10,10,10,10,7,6,7,4,10,10,10,6,9,10,9,10,8,8,0,4,10,10,8,10,5,8,10,10,10,6,10,10,10,10,8,10,10,10,10,10,6,10,7,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,8,10,4,10,10,10,10,10,10,6,10,8,0,6,10,8,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,0,19,19,19,19,19,19,17,19,19,13,18,15,11,14,9,17,14,19,15,14,7,17,16,19,19,12,7,15,4,7,19,16,13,10,9,18,7,19,13,8,17,6,15,15,17,19,3,19,19,7,13,9,11,19,13,18,19,15,19,19,19,19,19,19,19,14,9,19,15,19,19,16,12,19,16,19,19,16,18,7,19,17,19,12,19,19,15,15,19,18,17,12,17,15,19,19,15,15,19,19,19,19,9,15,19,19,0,0,0,0,0,0,0
Gîte Le Moulin,28,25,28,28,21,28,28,28,25,28,26,27,27,28,25,22,20,27,24,13,1,1,0,15,6,14,0,12,1,13,2,1,6,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1,0,0,0,4,2,0,0,0,0,0,0,1,2,1,1,5,1,0,20,0,16,0,0,0,0,0,17,0,0,0,0,9,6,0,13,4,0,19,7,0,15,7,0,1,0,10,16,16,0,1,0,2,10,0,3,15,2,1,0,8,14,22,22,12,8,0,26,28,28,28,28,28
Auberge la Boërne,0,1,29,31,27,31,31,31,2,28,17,31,29,31,31,15,9,12,6,22,3,2,1,7,12,0,7,6,5,0,8,0,0,2,0,0,1,0,3,0,0,0,0,6,0,4,0,2,0,0,3,1,4,1,0,3,6,6,0,0,8,0,0,13,12,15,3,5,13,0,3,4,0,0,0,2,4,7,11,10,6,0,16,6,9,25,12,0,4,22,0,10,16,24,0,1,16,1,11,11,2,0,0,6,16,3,15,4,22,6,26,2,25,26,28,19,31,31,31,31
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,11,13,2,5,7,12,13,12,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,9,0,0,0,0,0,1,0,0,1,3,5,8,1,1,0,19,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,0,33,35,23,33,29,24,14,19,0,1,11,23,17,13,6,0,1,1,27,10,9,2,0,0,16,1,25,5,21,9,0,11,0,15,20,0,3,0,4,14,25,24,8,14,0,0,24,21,24,24,13,4,5,10,23,17,4,20,14,2,29,28,19,14,20,3,1,10,16,23,1,20,0,22,21,25,26,10,22,9,18,34,22,18,22,10,21,10,17,8,23,13,33,4,20,22,17,6,2,5,23,40,40,40,40,0,0,0,0,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,24,23,27,29,11,4,4,23,25,28,25,12,0,0,17,26,9,25,19,0,20,29,5,19,27,19,2,8,28,14,0,29,0,13,16,28,28,23,24,12,19,7,30,14,28,22,22,15,21,15,22,28,28,30,0,4,11,28,20,30,10,13,8,15,29,20,28,24,0,18,28,30,30,30,14,0,22,26,23,21,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Monte Bianco CAI Uget,56,40,40,26,0,38,40,53,38,44,37,22,30,51,49,44,51,23,0,6,48,20,44,44,2,0,12,27,29,56,56,0,0,9,52,28,44,38,28,0,0,50,29,44,50,1,0,13,37,30,44,44,14,0,4,54,26,51,44,30,0,0,42,32,34,44,44,0,0,39,25,44,51,10,0,12,50,26,42,41,37,0,27,56,25,56,46,42,0,30,52,30,44,40,30,9,23,40,34,40,56,0,0,14,42,32,42,40,35,10,30,40,40,42,42,30,30,0,0,0
Rifugio G. Bertone,0,0,0,0,0,0,0,24,22,24,24,22,22,36,40,34,14,4,45,25,14,24,12,1,14,25,17,7,34,7,27,11,31,20,8,4,23,31,8,0,14,38,3,27,15,12,0,23,46,12,1,18,8,0,42,15,1,24,22,37,0,33,20,22,36,40,20,3,20,20,5,8,31,33,8,16,19,11,28,31,15,5,24,19,24,35,24,16,14,16,14,10,12,4,13,2,39,40,28,46,27,34,0,30,34,32,30,25,35,16,22,24,24,0,0,0,0,0,0,0
Hotel Funivia,0,0,12,12,12,12,10,16,10,12,12,12,12,10,10,10,0,0,0,0,8,0,2,4,4,12,12,10,8,0,10,4,10,2,8,4,10,10,10,8,8,0,0,8,10,10,8,6,0,0,0,10,10,10,10,0,0,8,8,10,6,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,10,6,0,0,10,8,10,10,8,0,0,10,8,6,6,10,0,2,10,12,12,12,12,2,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,33,31,25,31,31,29,17,23,0,7,5,11,0,3,0,0,1,10,8,9,10,1,1,0,0,13,9,3,6,0,9,4,21,15,3,1,0,0,9,0,26,24,1,10,8,6,15,0,3,16,3,24,18,16,15,11,3,8,17,12,15,0,1,15,10,21,13,2,19,13,2,1,13,20,2,24,21,13,0,16,28,13,17,27,20,14,1,4,25,11,28,14,6,27,22,17,18,27,23,3,20,29,0,0,0,0,0,0,0,0,0
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,32,27,11,10,31,0,16,26,14,9,2,0,6,18,0,7,0,2,10,0,32,19,3,3,11,8,1,22,20,20,2,6,18,1,37,26,30,17,11,27,14,23,24,37,17,37,11,16,18,7,12,12,28,18,31,12,13,0,15,16,18,0,31,28,35,15,16,18,34,18,37,31,20,3,25,17,16,14,10,6,5,17,16,17,14,18,9,0,0,0,0,0,0,0,0,0,0,0,0
Gîte La Léchère,0,25,25,25,25,19,25,23,24,25,24,20,25,25,17,16,20,22,22,9,21,25,13,14,19,25,24,14,0,24,3,3,9,25,8,25,22,10,23,25,11,0,2,0,3,9,14,1,14,21,8,3,3,14,7,23,13,18,16,1,22,25,23,25,20,21,13,19,11,25,0,25,25,9,24,19,24,18,23,15,23,10,11,23,25,25,25,16,25,25,23,23,25,25,6,25,10,25,25,23,0,25,25,25,25,25,25,25,25,25,24,25,25,25,25,0,0,0,0,0
Chalet 'Le Dolent',0,0,30,30,30,30,28,0,0,30,30,30,30,30,0,0,30,30,30,30,29,0,0,23,30,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,30,0,0,0,30,27,15,30,0,0,0,28,30,28,30,0,0,0,26,30,30,30,29,0,0,30,30,30,30,30,0
Maya-Joie,0,0,0,0,29,36,0,36,34,28,9,10,0,32,36,30,6,2,0,0,11,26,26,0,0,0,0,2,24,24,0,0,0,0,12,2,7,0,0,10,0,34,34,22,0,0,8,0,32,10,27,0,0,0,0,32,34,26,0,0,12,0,23,32,15,0,0,0,0,36,26,9,0,0,0,0,36,31,18,0,0,16,0,36,21,28,0,6,24,0,34,32,34,0,0,0,2,14,6,6,0,0,0,0,18,30,25,0,8,8,16,32,36,36,12,34,36,36,36,36
Auberge des Glaciers,0,0,52,52,52,52,52,41,39,52,52,52,32,52,52,52,39,39,22,39,30,40,52,52,15,1,39,52,52,52,2,50,52,47,52,50,51,46,0,23,35,33,33,10,16,38,12,0,21,37,39,21,16,13,26,37,33,25,35,28,24,52,35,39,52,37,29,36,31,27,39,24,34,52,20,35,19,26,52,24,50,24,17,36,27,50,39,50,24,35,39,37,34,36,51,23,22,0,33,30,1,39,37,4,16,50,48,51,52,38,52,52,52,52,52,52,52,52,52,52
Gîte de La Fouly,17,17,17,15,17,17,11,0,0,17,17,17,17,17,17,15,8,8,4,11,13,10,4,3,10,6,0,0,6,7,4,0,3,0,3,0,0,0,0,2,1,1,11,0,0,8,6,0,0,0,6,0,5,0,0,10,0,0,4,5,0,0,7,4,0,6,2,0,10,12,7,8,7,10,4,0,7,9,15,4,6,12,11,0,0,0,17,6,17,12,12,12,5,7,4,13,4,11,3,5,0,6,3,6,6,13,0,16,15,9,15,15,0,0,0,0,0,0,0,0
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,24,32,24,14,8,28,31,17,7,15,4,10,16,29,8,0,4,4,6,0,0,8,0,0,0,6,17,5,8,0,2,4,0,0,1,17,0,6,0,0,15,4,6,0,16,15,16,20,22,8,8,15,0,9,23,16,12,11,16,0,24,14,12,5,8,4,20,19,17,7,10,20,19,18,14,19,6,18,0,7,21,2,4,3,0,0,10,2,16,16,23,14,19,32,17,32,24,32,0,0,0,0,0,0,0
Auberge Gîte Bon Abri,7,7,7,7,7,7,15,32,20,20,15,39,39,21,35,21,25,22,37,6,4,32,31,18,13,38,21,24,33,26,13,10,21,36,6,21,1,0,13,15,26,20,39,17,16,1,43,25,21,41,8,33,11,3,27,30,45,33,11,21,50,58,12,14,31,25,43,50,48,22,32,31,11,50,15,52,25,47,22,31,50,52,56,27,41,21,24,62,31,46,22,48,25,35,55,31,33,31,34,11,5,41,34,42,20,29,24,34,54,42,57,41,0,0,0,0,0,0,0,0
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,1,5,8,0,10,7,8,9,6,0,4,4,3,6,6,7,0,8,0,0,6,1,2,8,8,8,10,0,0,10,4,8,6,4,8,8,3,8,8,4,4,6,10,0,0,7,8,10,3,8,10,6,0,3,8,0,0,4,8,8,10,10,10,8,10,10,10,7,8,8,9,1,8,10,10,10,10,0,4,6,10,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relais d'Arpette,0,133,127,137,137,137,121,0,125,63,101,125,115,109,121,112,48,54,61,82,21,73,56,24,47,20,64,46,61,64,28,34,28,79,20,93,19,32,39,43,67,22,72,62,27,27,32,20,13,29,30,46,26,82,81,35,67,42,27,22,35,86,24,105,68,29,36,57,77,20,65,55,33,49,76,75,45,110,46,42,63,62,91,57,91,57,38,50,65,81,55,97,53,38,51,53,60,26,77,33,34,24,37,26,55,71,85,93,87,102,108,111,90,138,138,138,134,138,138,0
Hôtel du Col de la Forclaz,12,12,12,12,12,10,12,12,12,12,11,12,12,12,12,11,0,3,8,0,5,2,3,0,3,3,7,0,11,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,10,0,0,9,12,3,12,5,0,12,12,12,2,6,6,10,0,0,5,8,11,7,0,10,5,12,4,0,9,0,0,10,12,11,8,0,12,10,5,8,0,0,0,0,0,3,0,5,2,0,12,9,12,6,12,0,12,12,12,12,12,12,12,12
Auberge Mont-Blanc,24,20,28,28,28,23,28,28,12,13,28,28,18,20,26,4,0,2,18,4,6,0,0,1,0,1,0,0,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,3,0,10,0,0,0,0,0,0,1,11,0,0,0,1,4,0,0,0,1,0,2,2,5,0,0,0,0,7,2,4,2,0,0,0,0,0,0,4,0,0,0,7,15,28,10,7,25,14,28,28,28,28,0,0
La Grande Ourse,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,16,28,21,17,12,0,0,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,16,16,0,0,2,0,14,2,0,0,0,0,8,16,12,11,0,0,0,0,12,20,4,0,0,0,5,16,20,24,0,5,6,12,16,18,0,0,0,0,0,0,2,0,0,6,10,14,12,16,10,0,0,16,0,0,0,0,0
Refuge Le Peuty,23,23,23,23,23,23,23,23,23,19,23,14,18,11,10,17,16,9,19,0,4,0,8,0,4,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,5,0,2,0,0,0,1,6,12,14,5,0,12,3,4,3,0,0,2,0,1,12,13,0,3,0,14,3,18,12,0,16,0,0,6,17,7,16,11,11,17,3,14,1,0,0,0,0,0,1,17,1,1,7,13,2,14,15,5,5,12,23,23,23,23,23,23
