,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-03,2024-08-04,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-10,2024-08-11,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-17,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-24,2024-08-25,2024-08-26,2024-08-27,2024-08-28,2024-08-29,2024-08-30,2024-08-31,2024-09-01,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-07,2024-09-08,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-14,2024-09-15,2024-09-16,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-21,2024-09-22,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-28
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,0,19,19,19,19,15,19,17,19,16,13,18,11,11,7,9,9,14,14,15,11,4,11,8,12,16,12,5,7,4,8,18,14,8,10,3,12,7,13,13,7,17,4,11,13,17,19,11,14,19,3,9,9,7,19,13,18,19,13,19,19,19,19,19,17,11,12,9,19,15,19,19,16,12,19,15,19,19,13,18,7,19,15,19,9,19,19,15,15,8,18,15,12,17,15,17,15,12,11,19,19,19,19,9,15,19,19,0,0,0,0,0,0,0
Gîte Le Moulin,28,25,28,28,21,28,28,28,18,28,26,27,28,28,25,22,18,14,17,13,0,1,0,10,1,6,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,3,1,0,20,0,13,0,0,0,0,0,9,0,0,0,0,7,3,0,13,1,0,9,7,0,10,0,0,0,0,10,8,15,0,0,0,2,6,0,1,14,0,1,0,2,7,18,22,12,8,0,25,28,26,28,28,28
Auberge la Boërne,0,1,29,31,27,31,29,31,2,28,17,29,29,29,29,14,8,7,3,13,0,0,0,1,11,0,6,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,11,13,3,3,11,0,0,0,0,0,0,2,4,6,11,10,6,0,14,6,6,25,12,0,4,21,0,0,14,24,0,0,12,0,7,3,0,0,0,6,4,0,11,1,17,3,26,0,25,26,20,16,31,31,31,31
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5,4,2,1,1,4,1,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,0,33,35,21,31,27,24,11,19,0,1,11,8,14,7,3,0,1,1,23,10,7,0,0,0,13,0,25,1,17,0,0,9,0,18,22,0,3,0,0,20,25,24,5,1,0,0,24,21,22,7,7,4,5,10,20,17,4,20,0,0,28,28,19,12,18,3,1,6,10,23,1,15,0,19,21,24,26,4,22,7,15,34,21,17,22,10,21,10,15,8,23,6,33,2,12,11,17,4,0,3,21,34,40,40,40,0,0,0,0,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,22,22,23,23,5,0,0,23,23,28,25,12,0,0,17,26,9,24,19,0,11,29,0,19,27,19,0,8,27,14,0,29,0,13,8,28,24,23,24,12,17,7,26,14,28,22,16,15,21,1,21,14,28,30,0,4,11,28,20,30,13,12,6,15,29,20,28,24,0,18,28,30,28,30,14,0,22,24,23,21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Monte Bianco CAI Uget,56,40,40,26,0,38,40,53,38,43,37,21,29,51,49,43,51,15,0,6,48,20,44,44,0,0,12,21,23,56,56,0,0,9,52,28,44,38,28,0,0,50,27,44,50,1,0,10,35,28,44,42,12,0,4,46,26,49,44,30,0,0,42,32,34,42,42,0,0,39,25,44,51,10,0,12,48,26,42,36,34,0,27,56,25,56,46,40,0,30,50,30,44,40,30,9,27,40,32,40,56,0,0,6,40,32,42,40,35,10,30,40,40,42,42,24,30,0,0,0
Rifugio G. Bertone,0,0,0,0,0,0,0,24,18,24,21,22,17,32,36,28,7,0,44,24,8,16,0,1,4,6,11,0,24,7,27,5,31,13,1,4,23,27,1,0,14,35,0,10,11,2,0,18,39,4,0,15,0,0,32,7,0,19,22,18,0,29,20,22,33,33,14,3,11,13,5,2,27,29,8,16,19,7,26,30,11,1,24,17,22,28,24,3,14,9,14,10,0,3,11,2,39,33,24,43,14,26,0,31,26,26,30,25,32,12,22,24,24,0,0,0,0,0,0,0
Hotel Funivia,0,0,12,12,4,12,10,16,10,12,12,12,12,10,8,10,0,0,0,0,0,0,0,0,0,4,12,10,8,0,10,0,8,2,4,4,10,10,10,8,8,0,0,8,10,10,8,4,0,0,0,10,6,10,8,0,0,8,8,10,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,10,6,0,0,10,8,10,10,8,0,0,10,8,6,6,10,0,2,10,12,12,12,12,2,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,29,31,23,29,29,27,17,18,0,0,4,0,0,0,0,0,0,6,8,2,2,1,1,0,0,11,6,1,6,0,3,2,21,7,3,0,0,0,9,0,6,18,0,7,1,2,11,0,3,16,3,8,16,16,15,7,0,6,11,12,11,0,1,12,4,19,13,2,17,9,1,1,8,16,2,24,19,8,0,9,28,12,15,27,8,13,1,1,25,8,26,14,1,19,22,17,0,27,23,3,17,27,0,0,0,0,0,0,0,0,0
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,29,25,9,2,27,0,14,24,14,5,0,0,6,16,0,7,3,0,10,0,30,15,3,1,5,8,1,22,13,18,2,4,18,1,37,26,28,17,11,27,13,23,24,35,17,37,9,16,10,6,10,12,28,18,29,12,10,0,15,15,18,0,31,28,33,15,16,18,34,18,37,31,17,1,22,17,16,14,10,4,1,17,16,17,12,18,9,0,0,0,0,0,0,0,0,0,0,0,0
Gîte La Léchère,0,25,25,25,25,19,25,23,24,25,24,18,23,24,17,14,18,19,17,8,18,24,12,14,3,24,19,14,0,21,1,3,1,25,8,25,22,10,20,21,1,0,2,0,3,6,14,1,14,21,8,3,3,10,7,23,13,18,16,1,20,19,23,25,18,21,13,17,11,25,0,25,25,9,24,19,22,16,21,15,23,10,8,23,25,25,25,16,25,25,23,23,25,25,0,23,10,25,23,21,0,25,25,25,25,25,24,25,25,25,24,25,25,25,25,0,0,0,0,0
Chalet 'Le Dolent',0,0,30,30,30,23,28,0,0,30,30,30,30,30,0,0,26,30,29,30,29,0,0,22,30,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,30,0,0,0,30,27,15,30,0,0,0,24,30,28,30,0,0,0,26,30,30,30,29,0,0,30,30,30,30,30,0
Maya-Joie,0,0,0,0,29,36,0,36,32,28,9,9,0,8,36,28,6,2,0,0,11,26,26,0,0,0,0,2,24,0,0,0,0,0,2,0,1,0,0,10,0,34,34,22,0,0,2,0,32,10,26,0,0,0,0,32,30,26,0,0,12,0,23,32,15,0,0,0,0,29,23,6,0,0,0,0,36,31,18,0,0,15,0,36,21,28,0,6,24,0,34,28,34,0,0,0,2,12,6,6,0,0,0,0,16,30,25,0,8,8,16,32,36,36,12,34,32,36,36,36
Auberge des Glaciers,0,0,52,52,52,52,52,41,39,52,52,52,32,49,52,52,39,39,22,34,30,40,52,52,15,1,39,52,52,52,2,50,48,45,52,48,51,45,0,23,29,33,33,7,16,26,12,0,21,31,37,19,14,13,25,37,33,25,35,28,24,52,33,39,52,37,29,32,31,22,39,24,34,52,20,34,19,26,52,24,50,24,17,36,27,50,39,50,24,35,39,37,34,36,51,23,22,0,29,30,1,39,31,4,16,50,48,51,52,38,52,50,49,52,52,52,52,52,52,52
Gîte de La Fouly,17,17,17,15,17,17,11,0,0,17,17,17,16,17,17,15,8,8,4,7,10,10,3,3,10,0,0,0,6,3,1,0,0,0,3,0,0,0,0,2,1,1,11,0,0,5,3,0,0,0,6,0,5,0,0,10,0,0,3,3,0,0,7,4,0,6,1,0,10,10,7,6,5,10,4,0,7,9,10,0,6,9,8,0,0,0,11,6,15,12,12,10,2,5,4,13,4,9,3,3,0,6,1,6,3,9,0,14,15,7,15,11,0,0,0,0,0,0,0,0
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,22,32,18,14,6,28,29,10,7,15,4,8,10,29,6,0,2,0,6,0,0,8,0,0,0,5,15,5,6,0,0,4,0,0,1,13,0,6,0,0,13,4,5,0,16,15,16,20,18,8,8,11,0,9,21,16,12,8,16,0,24,14,12,5,8,0,18,12,16,5,8,14,13,16,14,19,6,17,0,6,19,2,4,3,0,0,8,2,12,13,23,9,19,32,17,32,24,25,0,0,0,0,0,0,0
Auberge Gîte Bon Abri,7,7,7,7,7,7,15,32,20,18,15,39,39,18,33,19,21,15,37,1,4,26,31,6,12,19,20,4,14,24,8,10,21,30,6,19,0,0,12,14,44,12,36,16,16,1,25,25,0,41,5,31,10,3,45,30,42,33,7,13,39,56,8,10,31,23,43,50,46,22,7,25,11,45,13,52,25,47,20,27,49,46,54,25,37,15,22,56,28,46,22,48,25,27,55,30,37,19,37,11,3,31,34,38,20,6,20,30,54,41,55,41,0,0,0,0,0,0,0,0
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,1,3,6,0,2,0,6,9,4,0,2,4,3,6,4,7,0,8,0,0,6,1,2,4,8,8,10,0,0,10,0,8,4,0,8,8,1,4,8,4,4,6,8,0,0,7,8,10,3,6,10,6,0,3,8,0,0,4,8,8,10,10,10,8,10,8,10,7,6,8,9,0,8,10,6,10,10,0,4,6,10,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relais d'Arpette,0,133,125,137,137,137,121,0,125,63,97,123,113,109,114,108,48,52,50,75,18,69,56,22,47,20,60,38,59,52,22,30,27,77,20,91,19,28,39,40,67,20,72,60,24,26,29,24,13,21,30,36,24,82,76,35,66,42,25,19,35,80,20,99,70,27,29,32,71,20,58,55,39,48,74,82,43,108,43,34,63,62,89,45,89,57,30,43,58,83,55,97,51,38,41,50,52,24,75,30,30,22,26,22,55,67,66,92,85,99,100,103,88,134,138,138,134,134,138,0
Hôtel du Col de la Forclaz,12,12,12,12,12,10,12,12,12,12,11,12,12,12,12,11,0,0,4,0,5,0,0,0,1,1,6,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,3,0,1,12,5,0,1,12,12,0,0,6,1,0,0,5,8,10,7,0,10,5,12,1,0,9,0,0,10,6,4,8,0,12,6,5,8,0,0,0,0,0,1,0,5,0,0,1,6,12,6,12,0,12,6,12,12,12,12,12,12
Auberge Mont-Blanc,24,20,28,28,28,23,28,28,12,13,26,28,16,20,25,4,0,2,15,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,10,0,0,0,0,0,0,1,11,0,0,0,1,2,0,0,0,1,0,0,2,5,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,7,13,28,9,7,23,12,25,28,28,28,0,0
La Grande Ourse,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,16,28,21,16,12,0,0,0,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,16,16,0,0,0,0,14,0,0,0,0,0,0,16,8,3,0,0,0,0,12,16,4,0,0,0,3,16,20,24,0,4,2,11,16,16,0,0,0,0,0,0,0,0,0,6,10,14,12,16,10,0,0,16,0,0,0,0,0
Refuge Le Peuty,23,23,23,23,23,23,23,23,23,19,19,14,17,11,8,15,9,7,14,0,4,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,1,6,1,14,5,0,12,1,4,2,0,0,0,0,1,12,13,0,3,0,9,1,18,10,0,10,0,0,6,17,5,9,11,7,15,1,10,0,0,0,0,0,0,0,15,0,1,4,0,1,12,15,3,5,11,23,23,23,23,23,23
